"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
31556,"Fresno americano","18/05/2011 09:38","Alto (> 8 mts)",104,"Grande",-68.8590162689,-32.8906403736,5,"Residencial Sur",2423808.92355,0,"medio"
1122,"Fresno europeo","01/12/2011 12:26","Medio (4 - 8 mts)",35,"Mediano",-68.8759892163,-32.8661735373,8,"Aeroparque",2203364.73622,0,"bajo"
187,"Morera","24/02/2012 11:24","Bajo (2 - 4 mts)",48,"Mediano",-68.8576696196,-32.8646360973,6,"Residencial Norte",2694682.37982,0,"bajo"
9703,"Morera","21/01/2011 10:34","Medio (4 - 8 mts)",100,"Grande",-68.8476154562,-32.8643389063,4,"Cuarta Oeste",1173332.70145,0,"medio"
43445,"Morera","03/10/2011 10:36","Alto (> 8 mts)",160,"Grande",-68.8310158422,-32.8799473403,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
28231,"Morera","10/03/2011 18:59","Alto (> 8 mts)",168,"Grande",-68.8468822479,-32.8927011677,2,"Barrio Civico",2366816.36021,0,"muy alto"
37441,"lamo blanco","05/01/2011 12:12","Alto (> 8 mts)",97,"Grande",-68.8580036835,-32.8711787977,6,"Residencial Norte",2694682.37982,0,"medio"
4358,"Fresno americano","10/08/2011 11:53","Alto (> 8 mts)",140,"Grande",-68.8340220862,-32.8697520812,4,"Cuarta Oeste",1173332.70145,0,"alto"
33025,"Acacia SP","19/05/2011 10:50","Alto (> 8 mts)",160,"Grande",-68.8511363966,-32.8876205832,5,"Residencial Sur",2423808.92355,0,"muy alto"
28848,"Fresno americano","27/04/2011 09:21","Alto (> 8 mts)",80,"Grande",-68.8473031515,-32.8853962662,1,"Parque Central",1655357.93265,0,"medio"
29437,"Morera","09/03/2011 18:35","Medio (4 - 8 mts)",32,"Mediano",-68.8459966288,-32.8927382912,2,"Barrio Civico",2366816.36021,1,"bajo"
37571,"Morera","16/11/2010 10:36","Alto (> 8 mts)",190,"Grande",-68.8570829929,-32.870155949,6,"Residencial Norte",2694682.37982,0,"muy alto"
42859,"Fresno europeo","03/10/2011 15:07","Medio (4 - 8 mts)",87,"Grande",-68.8327443431,-32.8776226521,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
45947,"Paraiso","29/08/2011 09:47","Medio (4 - 8 mts)",140,"Grande",-68.8187042698,-32.8696587049,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
34547,"Morera","30/03/2011 12:32","Alto (> 8 mts)",194,"Grande",-68.8490926105,-32.875389736,6,"Residencial Norte",2694682.37982,0,"muy alto"
27304,"Morera","25/10/2011 09:43","Medio (4 - 8 mts)",185,"Grande",-68.8344447704,-32.8905116136,3,"Parque O'Higgins",1531146.02653,1,"muy alto"
11839,"Morera","02/03/2011 12:36","Medio (4 - 8 mts)",140,"Grande",-68.8497192755,-32.8648299057,6,"Residencial Norte",2694682.37982,0,"alto"
29360,"Morera","20/04/2011 10:49","Alto (> 8 mts)",104,"Grande",-68.8426088179,-32.887376243,3,"Parque O'Higgins",1531146.02653,0,"medio"
9882,"Prunas","26/11/2010 10:07","Bajo (2 - 4 mts)",38,"Mediano",-68.8551066072,-32.8723468803,6,"Residencial Norte",2694682.37982,0,"bajo"
23245,"Morera","30/01/2012 17:44","Medio (4 - 8 mts)",110,"Grande",-68.8527599487,-32.9020379291,2,"Barrio Civico",2366816.36021,0,"medio"
28309,"Pltano","10/03/2011 15:10","Alto (> 8 mts)",112,"Grande",-68.8492673176,-32.8923088541,2,"Barrio Civico",2366816.36021,1,"alto"
12810,"Paraiso","20/01/2011 13:07","Alto (> 8 mts)",140,"Grande",-68.8470745177,-32.8640508579,4,"Cuarta Oeste",1173332.70145,0,"alto"
33905,"Morera","13/07/2011 11:56","Bajo (2 - 4 mts)",100,"Grande",-68.8538475744,-32.8856717977,5,"Residencial Sur",2423808.92355,1,"medio"
41680,"Morera","26/04/2011 13:12","Medio (4 - 8 mts)",65,"Grande",-68.837137708,-32.8762835533,1,"Parque Central",1655357.93265,0,"medio"
47285,"Morera","20/09/2011 11:05","Alto (> 8 mts)",98,"Grande",-68.8306715954,-32.8736007301,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
9539,"Fresno europeo","08/02/2011 12:31","Medio (4 - 8 mts)",110,"Grande",-68.8548820548,-32.8646675948,6,"Residencial Norte",2694682.37982,0,"medio"
2882,"lamo blanco","09/09/2011 08:41","Alto (> 8 mts)",190,"Grande",-68.8305457952,-32.871111709,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
26645,"Fresno europeo","02/11/2011 09:48","Medio (4 - 8 mts)",136,"Grande",-68.833388259,-32.8911758389,3,"Parque O'Higgins",1531146.02653,0,"alto"
23579,"Morera","24/01/2011 09:09","Alto (> 8 mts)",136,"Grande",-68.8512007694,-32.9023020818,2,"Barrio Civico",2366816.36021,0,"alto"
12538,"Catalpa","10/01/2011 14:01","Medio (4 - 8 mts)",110,"Grande",-68.8443163774,-32.8626188631,4,"Cuarta Oeste",1173332.70145,0,"medio"
38347,"Paraiso","09/11/2010 12:33","Alto (> 8 mts)",180,"Grande",-68.8538081487,-32.8699450734,6,"Residencial Norte",2694682.37982,0,"muy alto"
19929,"Fresno europeo","28/06/2011 09:53","Alto (> 8 mts)",115,"Grande",-68.8325940267,-32.8634024487,4,"Cuarta Oeste",1173332.70145,0,"alto"
14370,"Morera","30/11/2011 11:51","Medio (4 - 8 mts)",110,"Grande",-68.8782775628,-32.8659146329,8,"Aeroparque",2203364.73622,0,"medio"
35240,"Pltano","22/03/2011 11:32","Alto (> 8 mts)",168,"Grande",-68.8539889818,-32.8822046844,1,"Parque Central",1655357.93265,0,"muy alto"
42448,"Paraiso","26/09/2011 10:07","Medio (4 - 8 mts)",50,"Mediano",-68.8322562659,-32.876133468,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
11650,"Morera","27/01/2011 10:45","Alto (> 8 mts)",170,"Grande",-68.8500879091,-32.868102409,6,"Residencial Norte",2694682.37982,1,"muy alto"
31533,"Morera","18/05/2011 10:50","Alto (> 8 mts)",122,"Grande",-68.860207732,-32.8907536111,5,"Residencial Sur",2423808.92355,0,"alto"
41771,"Acer","27/04/2011 12:12","Medio (4 - 8 mts)",120,"Grande",-68.8416237042,-32.877696592,1,"Parque Central",1655357.93265,0,"alto"
36170,"Pltano","04/04/2011 10:20","Alto (> 8 mts)",186,"Grande",-68.8527117834,-32.8771521145,6,"Residencial Norte",2694682.37982,0,"muy alto"
14909,"Fresno europeo","19/12/2011 09:01","Medio (4 - 8 mts)",73,"Grande",-68.8808261122,-32.8736325754,8,"Aeroparque",2203364.73622,0,"medio"
2752,"Fresno europeo","12/10/2011 18:04","Bajo (2 - 4 mts)",20,"Chico",-68.8361880356,-32.8810227146,1,"Parque Central",1655357.93265,0,"bajo"
28007,"Morera","04/11/2011 09:04","Alto (> 8 mts)",178,"Grande",-68.8360103088,-32.8940777004,3,"Parque O'Higgins",1531146.02653,0,"muy alto"
45331,"Fresno europeo","16/09/2011 11:51","Alto (> 8 mts)",210,"Grande",-68.8246044834,-32.872348574,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
43859,"Pltano","07/10/2011 09:06","Alto (> 8 mts)",230,"Grande",-68.8304487804,-32.8838300442,3,"Parque O'Higgins",1531146.02653,0,"muy alto"
24399,"Catalpa","21/01/2011 10:20","Alto (> 8 mts)",190,"Grande",-68.8443183585,-32.9029269585,2,"Barrio Civico",2366816.36021,0,"muy alto"
16415,"Fresno europeo","02/08/2011 10:01","Medio (4 - 8 mts)",113,"Grande",-68.8347525998,-32.8668296961,4,"Cuarta Oeste",1173332.70145,0,"alto"
33867,"Acacia visco","13/05/2011 12:02","Medio (4 - 8 mts)",120,"Grande",-68.8551684178,-32.886485218,5,"Residencial Sur",2423808.92355,0,"alto"
6781,"Perenne","24/05/2011 09:23","Medio (4 - 8 mts)",310,"Grande",-68.8565161375,-32.8943163155,5,"Residencial Sur",2423808.92355,0,"muy alto"
40477,"Pltano","11/04/2011 09:42","Alto (> 8 mts)",200,"Grande",-68.8437440932,-32.8818963693,1,"Parque Central",1655357.93265,0,"muy alto"
46370,"Morera","19/09/2011 13:07","Alto (> 8 mts)",146,"Grande",-68.8248911416,-32.873828745,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
30255,"Morera","09/03/2011 13:31","Alto (> 8 mts)",128,"Grande",-68.8429354374,-32.8900717668,2,"Barrio Civico",2366816.36021,1,"alto"
41533,"Morera","04/05/2011 09:48","Medio (4 - 8 mts)",120,"Grande",-68.8389258792,-32.8783069313,1,"Parque Central",1655357.93265,0,"alto"
21250,"Paraiso","10/05/2011 11:56","Alto (> 8 mts)",206,"Grande",-68.8534693886,-32.895754461,5,"Residencial Sur",2423808.92355,0,"muy alto"
13395,"Caducifolio","11/01/2011 10:38","Alto (> 8 mts)",270,"Grande",-68.8443020229,-32.8660648539,4,"Cuarta Oeste",1173332.70145,0,"muy alto"
38822,"Braquiquito","13/12/2010 13:42","Muy bajo (1 - 2 mts)",5,"Chico",-68.8498581887,-32.8715464651,6,"Residencial Norte",2694682.37982,0,"bajo"
29267,"Fresno americano","23/02/2011 15:58","Alto (> 8 mts)",220,"Grande",-68.8445241093,-32.88849322,2,"Barrio Civico",2366816.36021,0,"muy alto"
9516,"Morera","03/02/2011 10:08","Alto (> 8 mts)",160,"Grande",-68.8530228951,-32.8641749689,6,"Residencial Norte",2694682.37982,0,"muy alto"
523,"Morera","08/03/2012 18:18","Alto (> 8 mts)",160,"Grande",-68.8209459067,-32.8686236923,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
458,"Morera","07/03/2012 11:18","Medio (4 - 8 mts)",170,"Grande",-68.82154466,-32.8681163268,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
26463,"Acacia SP","09/11/2011 10:01","Medio (4 - 8 mts)",100,"Grande",-68.8327759404,-32.8913089227,3,"Parque O'Higgins",1531146.02653,0,"medio"
9044,"Fresno europeo","11/01/2011 10:46","Medio (4 - 8 mts)",43,"Mediano",-68.8440266516,-32.8660434059,4,"Cuarta Oeste",1173332.70145,0,"bajo"
13123,"Morera","17/02/2011 12:47","Alto (> 8 mts)",200,"Grande",-68.8455097109,-32.865349307,4,"Cuarta Oeste",1173332.70145,0,"muy alto"
10000,"Acer","04/11/2010 11:21","Medio (4 - 8 mts)",70,"Grande",-68.8523342382,-32.8701358162,6,"Residencial Norte",2694682.37982,0,"medio"
48028,"Morera","05/09/2011 10:03","Medio (4 - 8 mts)",149,"Grande",-68.8266402428,-32.8678717912,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
46034,"Morera","20/09/2011 08:53","Bajo (2 - 4 mts)",42,"Mediano",-68.8206545175,-32.8733590169,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
25215,"Morera","09/02/2011 19:28","Medio (4 - 8 mts)",68,"Grande",-68.8368058396,-32.8978067419,2,"Barrio Civico",2366816.36021,1,"medio"
34506,"Morera","30/03/2011 09:41","Alto (> 8 mts)",186,"Grande",-68.8501886444,-32.8760137631,6,"Residencial Norte",2694682.37982,0,"muy alto"
10188,"Fresno americano","20/12/2010 09:47","Alto (> 8 mts)",80,"Grande",-68.8524521848,-32.871051765,6,"Residencial Norte",2694682.37982,0,"medio"
9409,"Paraiso sombrilla","14/02/2011 12:45","Bajo (2 - 4 mts)",56,"Mediano",-68.8564786513,-32.8649233405,6,"Residencial Norte",2694682.37982,0,"bajo"
42880,"Morera","03/10/2011 08:52","Alto (> 8 mts)",128,"Grande",-68.8326323112,-32.8765216998,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
45515,"Morera","19/09/2011 10:50","Medio (4 - 8 mts)",100,"Grande",-68.8217371085,-32.8722890025,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
6084,"Fresno americano","19/04/2011 10:15","Alto (> 8 mts)",140,"Grande",-68.842851269,-32.8842658426,1,"Parque Central",1655357.93265,0,"alto"
2480,"Morera","25/10/2011 08:56","Muy bajo (1 - 2 mts)",14,"Chico",-68.835347619,-32.8911437054,3,"Parque O'Higgins",1531146.02653,0,"bajo"
17387,"Morera","22/07/2011 13:18","Medio (4 - 8 mts)",32,"Mediano",-68.8400305575,-32.8659216247,4,"Cuarta Oeste",1173332.70145,0,"bajo"
45200,"Fresno europeo","28/09/2011 10:41","Muy bajo (1 - 2 mts)",3,"Chico",-68.8232640607,-32.8726024077,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
35117,"Morera","28/03/2011 12:08","Alto (> 8 mts)",111,"Grande",-68.8519710279,-32.8807565379,1,"Parque Central",1655357.93265,0,"alto"
3353,"Fresno americano","27/09/2011 12:30","Medio (4 - 8 mts)",33,"Mediano",-68.8259250895,-32.8756159089,4,"Cuarta Este Área Fundacional",1822015.85685,1,"bajo"
17702,"Caducifolio","15/07/2011 10:31","Muy bajo (1 - 2 mts)",14,"Chico",-68.8423721382,-32.8705713612,4,"Cuarta Oeste",1173332.70145,0,"bajo"
9055,"Fresno europeo","15/02/2011 12:32","Medio (4 - 8 mts)",35,"Mediano",-68.8551512962,-32.8661276631,6,"Residencial Norte",2694682.37982,0,"bajo"
27818,"Morera","02/11/2011 11:00","Alto (> 8 mts)",110,"Grande",-68.8358063669,-32.8942619187,3,"Parque O'Higgins",1531146.02653,0,"medio"
41437,"Morera","07/04/2011 13:52","Alto (> 8 mts)",135,"Grande",-68.8416007024,-32.8817973723,1,"Parque Central",1655357.93265,0,"alto"
10414,"Perenne","23/03/2011 10:47","Bajo (2 - 4 mts)",100,"Grande",-68.8523434257,-32.8821108817,1,"Parque Central",1655357.93265,0,"medio"
41126,"Pltano","27/04/2011 10:09","Alto (> 8 mts)",148,"Grande",-68.8401307143,-32.8834718603,1,"Parque Central",1655357.93265,0,"alto"
27380,"Pltano","20/10/2011 13:09","Alto (> 8 mts)",240,"Grande",-68.8356112329,-32.8885502404,3,"Parque O'Higgins",1531146.02653,0,"muy alto"
25931,"Morera","16/02/2011 16:23","Bajo (2 - 4 mts)",28,"Mediano",-68.8382549871,-32.9028219695,2,"Barrio Civico",2366816.36021,0,"bajo"
13951,"Fresno americano","29/11/2011 12:59","Bajo (2 - 4 mts)",40,"Mediano",-68.8762749895,-32.865014017,8,"Aeroparque",2203364.73622,0,"bajo"
6881,"Jacarand","07/06/2011 10:12","Alto (> 8 mts)",40,"Mediano",-68.8589903437,-32.8950322035,5,"Residencial Sur",2423808.92355,1,"bajo"
16774,"Morera","11/08/2011 13:38","Alto (> 8 mts)",145,"Grande",-68.8394543733,-32.8625210161,4,"Cuarta Oeste",1173332.70145,0,"alto"
33831,"Pltano","16/05/2011 13:41","Alto (> 8 mts)",190,"Grande",-68.8541469347,-32.8857223714,5,"Residencial Sur",2423808.92355,0,"muy alto"
5292,"Acer","28/04/2011 13:35","Medio (4 - 8 mts)",120,"Grande",-68.8432728387,-32.877229373,1,"Parque Central",1655357.93265,0,"alto"
1239,"Fresno americano","29/11/2011 13:15","Bajo (2 - 4 mts)",40,"Mediano",-68.8763779455,-32.8654005648,8,"Aeroparque",2203364.73622,0,"bajo"
42520,"Jacarand","28/09/2011 11:45","Medio (4 - 8 mts)",101,"Grande",-68.8295125253,-32.87659086,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
6220,"Pltano","04/04/2011 15:32","Alto (> 8 mts)",52,"Mediano",-68.8396113482,-32.888280754,3,"Parque O'Higgins",1531146.02653,0,"bajo"
38390,"Morera","05/11/2010 12:10","Alto (> 8 mts)",230,"Grande",-68.852683244,-32.8690092167,6,"Residencial Norte",2694682.37982,0,"muy alto"
44948,"Morera","23/08/2011 09:52","Alto (> 8 mts)",180,"Grande",-68.8244239955,-32.8679650058,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
26102,"Fresno europeo","04/11/2011 15:54","Alto (> 8 mts)",130,"Grande",-68.8333720315,-32.8875694122,3,"Parque O'Higgins",1531146.02653,0,"alto"
21331,"Fresno americano","15/06/2011 11:24","Medio (4 - 8 mts)",68,"Grande",-68.8526297957,-32.8989300312,2,"Barrio Civico",2366816.36021,0,"medio"
43397,"Morera","27/10/2011 16:08","Alto (> 8 mts)",170,"Grande",-68.8320829608,-32.8812259972,3,"Parque O'Higgins",1531146.02653,0,"muy alto"
29137,"Morera","10/03/2011 13:24","Alto (> 8 mts)",76,"Grande",-68.8461687107,-32.8883153293,2,"Barrio Civico",2366816.36021,0,"medio"
1620,"Acer","24/11/2011 10:00","Medio (4 - 8 mts)",60,"Mediano",-68.87141071,-32.8785933169,7,"Residencial Parque",1786336.08966,0,"medio"
32978,"Acacia SP","19/05/2011 13:45","Medio (4 - 8 mts)",80,"Grande",-68.8509930868,-32.8875313875,5,"Residencial Sur",2423808.92355,0,"medio"
20987,"Olmo comun","22/06/2011 11:42","Alto (> 8 mts)",180,"Grande",-68.8646230884,-32.9012407169,5,"Residencial Sur",2423808.92355,1,"muy alto"
45313,"Morera","09/09/2011 12:43","Alto (> 8 mts)",120,"Grande",-68.8233053117,-32.871737381,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
7760,"Prunas","17/05/2011 09:16","Bajo (2 - 4 mts)",50,"Mediano",-68.8525410887,-32.8860246156,5,"Residencial Sur",2423808.92355,0,"bajo"
27002,"Pltano","02/11/2011 16:35","Alto (> 8 mts)",170,"Grande",-68.8354156255,-32.8869149365,3,"Parque O'Higgins",1531146.02653,0,"muy alto"
18473,"Paraiso","07/07/2011 12:03","Medio (4 - 8 mts)",145,"Grande",-68.8389583358,-32.8742140947,1,"Parque Central",1655357.93265,0,"alto"
45491,"Morera","19/09/2011 08:43","Bajo (2 - 4 mts)",35,"Mediano",-68.8220287143,-32.8717982877,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
2967,"Morera","19/09/2011 09:16","Alto (> 8 mts)",118,"Grande",-68.8267136958,-32.8712295991,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
28221,"Morera","10/03/2011 19:14","Alto (> 8 mts)",186,"Grande",-68.8477712859,-32.8925405348,2,"Barrio Civico",2366816.36021,1,"muy alto"
3644,"Prunas","24/08/2011 12:19","Muy bajo (1 - 2 mts)",20,"Chico",-68.8226937383,-32.8694072536,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
36687,"Morera","07/06/2011 09:41","Medio (4 - 8 mts)",130,"Grande",-68.859199759,-32.8834849313,7,"Residencial Parque",1786336.08966,0,"alto"
39590,"Pltano","22/10/2010 12:17","Alto (> 8 mts)",190,"Grande",-68.8476426873,-32.8691443775,6,"Residencial Norte",2694682.37982,0,"muy alto"
10036,"Fresno europeo","01/11/2010 10:49","Medio (4 - 8 mts)",50,"Mediano",-68.8495235012,-32.8695861661,6,"Residencial Norte",2694682.37982,0,"bajo"
10669,"Fresno americano","22/03/2011 13:00","Medio (4 - 8 mts)",44,"Mediano",-68.8525592017,-32.8755558098,6,"Residencial Norte",2694682.37982,0,"bajo"
40358,"Olmo comun","08/04/2011 09:41","Medio (4 - 8 mts)",150,"Grande",-68.8438771957,-32.881558581,1,"Parque Central",1655357.93265,0,"alto"
25182,"Morera","09/02/2011 17:19","Alto (> 8 mts)",132,"Grande",-68.8362708219,-32.8980999051,2,"Barrio Civico",2366816.36021,1,"alto"
15746,"Jacarand","22/11/2011 09:54","Medio (4 - 8 mts)",35,"Mediano",-68.8730135836,-32.8793490453,7,"Residencial Parque",1786336.08966,0,"bajo"
17535,"Fresno europeo","28/07/2011 09:17","Medio (4 - 8 mts)",55,"Mediano",-68.838695219,-32.8667926542,4,"Cuarta Oeste",1173332.70145,0,"bajo"
14126,"Morera","01/12/2011 13:09","Alto (> 8 mts)",95,"Grande",-68.8762655761,-32.8673748548,8,"Aeroparque",2203364.73622,0,"medio"
2050,"Morera","14/11/2011 18:00","Medio (4 - 8 mts)",120,"Grande",-68.8276016327,-32.8805189717,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
32057,"Morera","09/06/2011 09:44","Alto (> 8 mts)",153,"Grande",-68.8611659578,-32.8867817334,5,"Residencial Sur",2423808.92355,0,"alto"
46253,"Morera","28/09/2011 09:50","Alto (> 8 mts)",145,"Grande",-68.8252401717,-32.8756396278,4,"Cuarta Este Área Fundacional",1822015.85685,1,"alto"
9810,"Morera","12/01/2011 10:14","Bajo (2 - 4 mts)",25,"Mediano",-68.8454484863,-32.8635470356,4,"Cuarta Oeste",1173332.70145,0,"bajo"
26437,"Fresno europeo","09/11/2011 09:46","Medio (4 - 8 mts)",115,"Grande",-68.8343917421,-32.8913261312,3,"Parque O'Higgins",1531146.02653,0,"alto"
32104,"Fresno europeo","09/05/2011 11:27","Muy bajo (1 - 2 mts)",3,"Chico",-68.8590308043,-32.8866579772,5,"Residencial Sur",2423808.92355,0,"bajo"
29447,"Morera","09/03/2011 19:00","Alto (> 8 mts)",142,"Grande",-68.8452934052,-32.8921399833,2,"Barrio Civico",2366816.36021,1,"alto"
22731,"Paraiso","12/05/2011 11:25","Alto (> 8 mts)",166,"Grande",-68.8535141406,-32.9008397386,2,"Barrio Civico",2366816.36021,0,"muy alto"
43704,"Fresno americano","11/10/2011 09:32","Medio (4 - 8 mts)",16,"Chico",-68.8315827669,-32.8836772932,3,"Parque O'Higgins",1531146.02653,0,"bajo"
16734,"Morera","10/08/2011 13:03","Alto (> 8 mts)",170,"Grande",-68.8393036753,-32.863913491,4,"Cuarta Oeste",1173332.70145,0,"muy alto"
3646,"Morera","24/08/2011 12:03","Medio (4 - 8 mts)",57,"Mediano",-68.8220785421,-32.8694271822,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
40995,"Morera","14/04/2011 13:11","Medio (4 - 8 mts)",160,"Grande",-68.8382502432,-32.8799649022,1,"Parque Central",1655357.93265,1,"muy alto"
19694,"Fresno europeo","12/07/2011 09:48","Medio (4 - 8 mts)",89,"Grande",-68.8349815188,-32.8715482024,4,"Cuarta Oeste",1173332.70145,0,"medio"
12457,"Paraiso sombrilla","24/01/2011 14:12","Alto (> 8 mts)",87,"Grande",-68.8489333419,-32.8672934109,6,"Residencial Norte",2694682.37982,0,"medio"
36501,"Morera","06/04/2011 11:34","Medio (4 - 8 mts)",106,"Grande",-68.8548805924,-32.8785682921,6,"Residencial Norte",2694682.37982,0,"medio"
13709,"Morera","31/01/2011 12:02","Medio (4 - 8 mts)",80,"Grande",-68.8509991644,-32.863298614,6,"Residencial Norte",2694682.37982,0,"medio"
46905,"Morera","09/09/2011 09:09","Alto (> 8 mts)",170,"Grande",-68.8323814,-32.8717581674,4,"Cuarta Este Área Fundacional",1822015.85685,1,"muy alto"
34848,"Fresno europeo","30/03/2011 09:57","Alto (> 8 mts)",197,"Grande",-68.851205369,-32.8769156785,6,"Residencial Norte",2694682.37982,0,"muy alto"
35847,"Morera","03/03/2011 12:10","Alto (> 8 mts)",149,"Grande",-68.8541289586,-32.8741887031,6,"Residencial Norte",2694682.37982,0,"alto"
32793,"Morera","14/07/2011 09:53","Medio (4 - 8 mts)",50,"Mediano",-68.8517652424,-32.885103535,5,"Residencial Sur",2423808.92355,0,"bajo"
12491,"Morera","25/01/2011 13:48","Alto (> 8 mts)",70,"Grande",-68.8493034699,-32.8680427148,6,"Residencial Norte",2694682.37982,0,"medio"
13065,"Fresno europeo","17/02/2011 11:43","Bajo (2 - 4 mts)",36,"Mediano",-68.8456427398,-32.8648766223,4,"Cuarta Oeste",1173332.70145,0,"bajo"
7816,"Morera","11/05/2011 09:51","Medio (4 - 8 mts)",100,"Grande",-68.8578895395,-32.8856045197,5,"Residencial Sur",2423808.92355,0,"medio"
29401,"Pltano","02/03/2011 10:54","Alto (> 8 mts)",170,"Grande",-68.8452518324,-32.8917652503,2,"Barrio Civico",2366816.36021,0,"muy alto"
14967,"Acacia SP","21/12/2011 17:26","Bajo (2 - 4 mts)",40,"Mediano",-68.8807765561,-32.8719637953,8,"Aeroparque",2203364.73622,0,"bajo"
44588,"Pltano","19/10/2011 13:24","Alto (> 8 mts)",135,"Grande",-68.835346697,-32.8852235476,3,"Parque O'Higgins",1531146.02653,0,"alto"
2671,"Morera","12/10/2011 14:46","Medio (4 - 8 mts)",50,"Mediano",-68.8325139833,-32.8847678915,3,"Parque O'Higgins",1531146.02653,0,"bajo"
43917,"Pltano","11/10/2011 08:58","Alto (> 8 mts)",178,"Grande",-68.8337335438,-32.8847805997,3,"Parque O'Higgins",1531146.02653,0,"muy alto"
29480,"Morera","16/03/2011 12:22","Alto (> 8 mts)",190,"Grande",-68.84534936,-32.8933917036,2,"Barrio Civico",2366816.36021,0,"muy alto"
15477,"Paraiso","21/11/2011 13:11","Medio (4 - 8 mts)",130,"Grande",-68.8601021332,-32.8713611592,7,"Residencial Parque",1786336.08966,0,"alto"
16886,"Paraiso","28/07/2011 13:30","Alto (> 8 mts)",86,"Grande",-68.839726301,-32.8652422301,4,"Cuarta Oeste",1173332.70145,0,"medio"
40887,"Acacia SP","20/04/2011 19:34","Medio (4 - 8 mts)",58,"Mediano",-68.8391061084,-32.8845401933,1,"Parque Central",1655357.93265,1,"bajo"
32222,"Morera","10/05/2011 09:31","Alto (> 8 mts)",180,"Grande",-68.8602491855,-32.885588134,5,"Residencial Sur",2423808.92355,0,"muy alto"
36495,"Morera","06/04/2011 11:55","Alto (> 8 mts)",126,"Grande",-68.8549248374,-32.8789585963,6,"Residencial Norte",2694682.37982,0,"alto"
23401,"Morera","28/01/2011 10:28","Alto (> 8 mts)",140,"Grande",-68.8498064362,-32.9014695074,2,"Barrio Civico",2366816.36021,0,"alto"
29269,"Fresno americano","23/02/2011 14:53","Alto (> 8 mts)",240,"Grande",-68.8444104668,-32.8885152603,2,"Barrio Civico",2366816.36021,0,"muy alto"
3281,"Morera","30/09/2011 11:45","Alto (> 8 mts)",84,"Grande",-68.8280185008,-32.8776317508,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
45598,"Morera","23/09/2011 09:01","Alto (> 8 mts)",138,"Grande",-68.8205682993,-32.8714857897,4,"Cuarta Este Área Fundacional",1822015.85685,1,"alto"
19169,"Morera","18/07/2011 10:33","Alto (> 8 mts)",125,"Grande",-68.8405729544,-32.8732272754,4,"Cuarta Oeste",1173332.70145,1,"alto"
3805,"Jacarand","02/09/2011 10:55","Medio (4 - 8 mts)",65,"Grande",-68.8316098612,-32.8706809918,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
39863,"Morera","05/05/2011 10:07","Alto (> 8 mts)",150,"Grande",-68.8446222256,-32.8751982435,1,"Parque Central",1655357.93265,0,"alto"
21198,"Morera","10/05/2011 11:22","Alto (> 8 mts)",140,"Grande",-68.8530176698,-32.8958852161,5,"Residencial Sur",2423808.92355,0,"alto"
8099,"Pltano","28/02/2011 10:14","Alto (> 8 mts)",220,"Grande",-68.8459653655,-32.8897717611,2,"Barrio Civico",2366816.36021,0,"muy alto"
35653,"Morera","15/03/2011 11:39","Medio (4 - 8 mts)",126,"Grande",-68.8559101246,-32.874903737,6,"Residencial Norte",2694682.37982,0,"alto"
40262,"Acer","14/04/2011 09:53","Medio (4 - 8 mts)",120,"Grande",-68.8464621169,-32.882105141,1,"Parque Central",1655357.93265,0,"alto"
21789,"Morera","13/05/2011 11:04","Alto (> 8 mts)",160,"Grande",-68.8563998741,-32.893246073,5,"Residencial Sur",2423808.92355,0,"muy alto"
24889,"Morera","17/02/2011 09:09","Alto (> 8 mts)",136,"Grande",-68.8388314793,-32.8974863323,2,"Barrio Civico",2366816.36021,0,"alto"
